0.000000000000000000e+00,1.454431666666666570e+05
1.000000000000000000e+00,1.458529433333333291e+05
2.000000000000000000e+00,1.481065011666666833e+05
3.000000000000000000e+00,1.477223100166666845e+05
4.000000000000000000e+00,1.478860989329166769e+05
5.000000000000000000e+00,1.492623736209250055e+05
6.000000000000000000e+00,1.498128473939095857e+05
7.000000000000000000e+00,1.498712269549489720e+05
8.000000000000000000e+00,1.485605968263454270e+05
9.000000000000000000e+00,1.497171048245712591e+05
1.000000000000000000e+01,1.494087019429921638e+05
1.100000000000000000e+01,1.488234332889649959e+05
1.200000000000000000e+01,1.488423912060013681e+05
1.300000000000000000e+01,1.487097793505706068e+05
1.400000000000000000e+01,1.492759346171141369e+05
1.500000000000000000e+01,1.489479396085556073e+05
1.600000000000000000e+01,1.504664967568354914e+05
1.700000000000000000e+01,1.491834452072854619e+05
1.800000000000000000e+01,1.503450012524301710e+05
1.900000000000000000e+01,1.502918771230314160e+05
2.000000000000000000e+01,1.474166726540829113e+05
2.100000000000000000e+01,1.493467844509682327e+05
2.200000000000000000e+01,1.500866232337668771e+05
2.300000000000000000e+01,1.499603292921707907e+05
2.400000000000000000e+01,1.479276034062311810e+05
2.500000000000000000e+01,1.494081495926062635e+05
2.600000000000000000e+01,1.504476999787885579e+05
2.700000000000000000e+01,1.506962460899782018e+05
2.800000000000000000e+01,1.494415849134663877e+05
2.900000000000000000e+01,1.503913584712360171e+05
3.000000000000000000e+01,1.514117049985541671e+05
3.100000000000000000e+01,1.491195040146878164e+05
3.200000000000000000e+01,1.501079804604752571e+05
3.300000000000000000e+01,1.494327251661505725e+05
3.400000000000000000e+01,1.484731710725246230e+05
3.500000000000000000e+01,1.495574424408888735e+05
3.600000000000000000e+01,1.484373870915160514e+05
3.700000000000000000e+01,1.492320378921695519e+05
3.800000000000000000e+01,1.522472043275410542e+05
3.900000000000000000e+01,1.492828151711456303e+05
4.000000000000000000e+01,1.494357952165511379e+05
4.100000000000000000e+01,1.492827786835026345e+05
4.200000000000000000e+01,1.508361683771133248e+05
4.300000000000000000e+01,1.492968039932906104e+05
4.400000000000000000e+01,1.510846265220937203e+05
4.500000000000000000e+01,1.485245740187113115e+05
4.600000000000000000e+01,1.508520958143227617e+05
4.700000000000000000e+01,1.491019350076256378e+05
4.800000000000000000e+01,1.499870586499708588e+05
4.900000000000000000e+01,1.495106385983042710e+05
5.000000000000000000e+01,1.488252480544410064e+05
5.100000000000000000e+01,1.497625375680597208e+05
5.200000000000000000e+01,1.504303336496596166e+05
5.300000000000000000e+01,1.498274254100690596e+05
5.400000000000000000e+01,1.487027019062232575e+05
5.500000000000000000e+01,1.513826466603331501e+05
5.600000000000000000e+01,1.492492040472492226e+05
5.700000000000000000e+01,1.492920909699733311e+05
5.800000000000000000e+01,1.494719063016343280e+05
5.900000000000000000e+01,1.490401410649649042e+05
6.000000000000000000e+01,1.521994752465232741e+05
6.100000000000000000e+01,1.507289146313650126e+05
6.200000000000000000e+01,1.504636290163682133e+05
6.300000000000000000e+01,1.505318170126384939e+05
6.400000000000000000e+01,1.505359271943896019e+05
