0.000000000000000000e+00,-3.609973066666667000e+04
1.000000000000000000e+00,-3.645192346666667436e+04
2.000000000000000000e+00,-3.708573861000000761e+04
3.000000000000000000e+00,-3.663504008966666879e+04
4.000000000000000000e+00,-3.705310790409167384e+04
5.000000000000000000e+00,-3.746540779934317834e+04
6.000000000000000000e+00,-3.781034903046522959e+04
7.000000000000000000e+00,-3.723436137526811217e+04
8.000000000000000000e+00,-3.738926621432726097e+04
9.000000000000000000e+00,-3.784983506564955314e+04
1.000000000000000000e+01,-3.735494215332638123e+04
1.100000000000000000e+01,-3.798140233223553514e+04
1.200000000000000000e+01,-3.715282838641135459e+04
1.300000000000000000e+01,-3.719135087702870078e+04
1.400000000000000000e+01,-3.752630191481182555e+04
1.500000000000000000e+01,-3.700187396982419159e+04
1.600000000000000000e+01,-3.763163290022112778e+04
1.700000000000000000e+01,-3.737918461649433448e+04
1.800000000000000000e+01,-3.795631423529158201e+04
1.900000000000000000e+01,-3.762477651738654095e+04
2.000000000000000000e+01,-3.716763958229960554e+04
2.100000000000000000e+01,-3.748353102793945436e+04
2.200000000000000000e+01,-3.767123196644882410e+04
2.300000000000000000e+01,-3.724820954702948075e+04
2.400000000000000000e+01,-3.720550914266685140e+04
2.500000000000000000e+01,-3.724501430142951722e+04
2.600000000000000000e+01,-3.727146424578299775e+04
2.700000000000000000e+01,-3.750748854795911029e+04
2.800000000000000000e+01,-3.734012674183544732e+04
2.900000000000000000e+01,-3.771466181226589833e+04
3.000000000000000000e+01,-3.761814490122500865e+04
3.100000000000000000e+01,-3.755058412735009915e+04
3.200000000000000000e+01,-3.757536904570212937e+04
3.300000000000000000e+01,-3.736032473041211779e+04
3.400000000000000000e+01,-3.732354248610698414e+04
3.500000000000000000e+01,-3.724063854424191231e+04
3.600000000000000000e+01,-3.701091132189679774e+04
3.700000000000000000e+01,-3.741793531517095107e+04
3.800000000000000000e+01,-3.826426514109594427e+04
3.900000000000000000e+01,-3.759284952534953482e+04
4.000000000000000000e+01,-3.730705166236949299e+04
4.100000000000000000e+01,-3.744961803351819253e+04
4.200000000000000000e+01,-3.734970032113679190e+04
4.300000000000000000e+01,-3.743740229054500378e+04
4.400000000000000000e+01,-3.822119032814224920e+04
4.500000000000000000e+01,-3.732255312296859483e+04
4.600000000000000000e+01,-3.781376748719402531e+04
4.700000000000000000e+01,-3.769311926665389183e+04
4.800000000000000000e+01,-3.762303048797337397e+04
4.900000000000000000e+01,-3.756629060534485325e+04
5.000000000000000000e+01,-3.725811410813416296e+04
